,Triton  / %,DMSO /%,Arginine / mM,Glucose / mM,KPi / mM,KCl / mM,NaCl / mM,NH4 / mM,BSA /mg/ml,Date,Time,Signal to Noise
30,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,16:21:12,1.1590909090909092
31,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,16:21:12,1.1209302325581394
32,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.66
33,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.7555555555555555
34,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.1980198019801982
35,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.2738095238095242
36,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.006872852233677
37,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,0.9612756264236899
38,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.4307692307692308
39,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.4328358208955223
40,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.316455696202532
41,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.4117647058823528
42,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.0526315789473684
43,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.1304347826086958
44,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,0.9904761904761905
45,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.0103806228373702
46,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.4736842105263157
47,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.4218749999999998
48,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.66
49,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.7555555555555555
50,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.1980198019801982
51,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.2738095238095242
52,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.006872852233677
53,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,0.9612756264236899
54,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.4307692307692308
55,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.4328358208955223
56,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.316455696202532
57,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.4117647058823528
58,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.0526315789473684
59,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.1304347826086958
60,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,0.9904761904761905
61,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.0103806228373702
62,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.4736842105263157
63,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,16:21:12,1.4218749999999998
64,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.7000000000000002
65,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.909090909090909
66,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.436363636363636
67,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.0101522842639594
68,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.2272727272727275
69,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.0135135135135136
70,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.6590909090909092
71,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.4464285714285712
72,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.3823529411764706
73,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.264705882352941
74,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.2374999999999998
75,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.710526315789474
76,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,0.9893238434163703
77,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.0909090909090908
78,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,2.111111111111111
79,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.7027027027027029
80,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.7000000000000002
81,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.909090909090909
82,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.436363636363636
83,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.0101522842639594
84,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.2272727272727275
85,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.0135135135135136
86,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.6590909090909092
87,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.4464285714285712
88,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.3823529411764706
89,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.264705882352941
90,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.2374999999999998
91,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.710526315789474
92,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,0.9893238434163703
93,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.0909090909090908
94,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,2.111111111111111
95,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,16:21:12,1.7027027027027029
96,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,3.3999999999999986
97,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,2.3599999999999994
98,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.5185185185185184
99,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.509090909090909
100,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.1333333333333335
101,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.4393939393939394
102,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.6808510638297873
103,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.5263157894736845
104,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.6595744680851063
105,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.543859649122807
106,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.059139784946237
107,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.6304347826086962
108,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.1510791366906477
109,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.2823529411764703
110,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.5576923076923077
111,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.6122448979591837
112,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,3.3999999999999986
113,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,2.3599999999999994
114,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.5185185185185184
115,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.509090909090909
116,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.1333333333333335
117,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.4393939393939394
118,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.6808510638297873
119,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.5263157894736845
120,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.6595744680851063
121,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.543859649122807
122,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.059139784946237
123,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.6304347826086962
124,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.1510791366906477
125,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.2823529411764703
126,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.5576923076923077
127,0.0,0,150,150,150,0,0,150,0.1,09/11/2019,16:21:12,1.6122448979591837
128,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.880952380952381
129,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.46875
130,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.46031746031746
131,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.453125
132,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.3658536585365855
133,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.394736842105263
134,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.5714285714285718
135,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.5423728813559325
136,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.4545454545454546
137,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.4507042253521127
138,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.3815789473684212
139,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.6530612244897953
140,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.3258426966292134
141,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.472222222222222
142,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.4999999999999998
143,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.588235294117647
144,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.880952380952381
145,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.46875
146,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.46031746031746
147,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.453125
148,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.3658536585365855
149,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.394736842105263
150,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.5714285714285718
151,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.5423728813559325
152,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.4545454545454546
153,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.4507042253521127
154,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.3815789473684212
155,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.6530612244897953
156,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.3258426966292134
157,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.472222222222222
158,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.4999999999999998
159,0.0,4,0,0,150,150,0,150,0.0,09/11/2019,16:21:12,1.588235294117647
160,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.9583333333333335
161,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7413793103448276
162,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.6666666666666665
163,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.8510638297872337
164,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.721311475409836
165,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.6984126984126986
166,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.728813559322034
167,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.777777777777778
168,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7
169,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.6307692307692305
170,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7407407407407407
171,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.8235294117647054
172,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7101449275362315
173,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7187500000000004
174,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.8367346938775508
175,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7017543859649125
176,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.9583333333333335
177,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7413793103448276
178,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.6666666666666665
179,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.8510638297872337
180,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.721311475409836
181,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.6984126984126986
182,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.728813559322034
183,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.777777777777778
184,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7
185,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.6307692307692305
186,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7407407407407407
187,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.8235294117647054
188,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7101449275362315
189,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7187500000000004
190,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.8367346938775508
191,0.0,4,0,150,150,0,150,0,0.1,09/11/2019,16:21:12,1.7017543859649125
192,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.6346153846153846
193,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.9761904761904765
194,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.559322033898305
195,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.5818181818181818
196,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.952380952380952
197,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.6981132075471699
198,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.9999999999999996
199,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.7999999999999996
200,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.7916666666666665
201,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.8260869565217392
202,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.9268292682926829
203,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.9047619047619047
204,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,2.0
205,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.6212121212121213
206,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.8222222222222224
207,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.6363636363636365
208,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.6346153846153846
209,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.9761904761904765
210,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.559322033898305
211,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.5818181818181818
212,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.952380952380952
213,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.6981132075471699
214,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.9999999999999996
215,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.7999999999999996
216,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.7916666666666665
217,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.8260869565217392
218,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.9268292682926829
219,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.9047619047619047
220,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,2.0
221,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.6212121212121213
222,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.8222222222222224
223,0.0,4,150,0,0,0,150,150,0.1,09/11/2019,16:21:12,1.6363636363636365
224,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,2.761904761904761
225,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.7083333333333333
226,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5614035087719298
227,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5517241379310343
228,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.7391304347826082
229,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5925925925925928
230,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.584905660377358
231,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.4776119402985075
232,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5714285714285714
233,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5925925925925928
234,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5849056603773584
235,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.7441860465116277
236,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.7346938775510206
237,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.703703703703704
238,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.60377358490566
239,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.6800000000000002
240,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,2.761904761904761
241,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.7083333333333333
242,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5614035087719298
243,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5517241379310343
244,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.7391304347826082
245,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5925925925925928
246,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.584905660377358
247,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.4776119402985075
248,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5714285714285714
249,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5925925925925928
250,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.5849056603773584
251,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.7441860465116277
252,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.7346938775510206
253,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.703703703703704
254,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.60377358490566
255,0.0,4,150,150,0,150,0,0,0.0,09/11/2019,16:21:12,1.6800000000000002
256,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3166666666666667
257,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3114754098360655
258,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.322033898305085
259,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.315789473684211
260,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3333333333333333
261,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.161764705882353
262,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3275862068965518
263,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.2950819672131144
264,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3636363636363638
265,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3214285714285716
266,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.327272727272727
267,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3148148148148149
268,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3333333333333333
269,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.358490566037736
270,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.358490566037736
271,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3799999999999997
272,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3166666666666667
273,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3114754098360655
274,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.322033898305085
275,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.315789473684211
276,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3333333333333333
277,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.161764705882353
278,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3275862068965518
279,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.2950819672131144
280,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3636363636363638
281,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3214285714285716
282,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.327272727272727
283,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3148148148148149
284,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3333333333333333
285,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.358490566037736
286,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.358490566037736
287,0.01,0,0,0,150,0,150,150,0.0,09/11/2019,16:28:54,1.3799999999999997
288,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.5588235294117645
289,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.6842105263157894
290,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.6470588235294124
291,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.6481481481481481
292,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.6363636363636362
293,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7592592592592595
294,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.5070422535211274
295,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.6724137931034482
296,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7115384615384615
297,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.730769230769231
298,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7551020408163271
299,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7826086956521734
300,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.8333333333333333
301,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.8124999999999998
302,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7346938775510201
